No.,Time,,Time 1,Time 2,Delay
5867,"17,138,256",,"17,138,256","171,382,642",
5868,"171,382,642",,"171,382,642","171,382,666",
5869,"171,382,666",,"171,382,666","171,396,716",
5870,"171,396,716",,"171,396,716","171,396,758",
5871,"171,396,758",,"171,396,758","171,396,826",
5872,"171,396,826",,"171,396,826","171,396,851",
5873,"171,396,851",,"171,396,851","171,396,922",
5874,"171,396,922",,"171,396,922","171,396,946",
5875,"171,396,946",,"171,396,946","171,397,011",
5876,"171,397,011",,"171,397,011","171,397,035",
5877,"171,397,035",,"171,397,035","171,397,107",
5878,"171,397,107",,"171,397,107","171,397,135",
5879,"171,397,135",,"171,397,135","1,713,972",
5880,"1,713,972",,"1,713,972","171,397,224",
5881,"171,397,224",,"171,397,224","171,397,292",
5882,"171,397,292",,"171,397,292","171,397,316",
5883,"171,397,316",,"171,397,316","171,898,837",
5884,"171,898,837",,"171,898,837","171,898,878",
5885,"171,898,878",,"171,898,878","171,899,098",
5886,"171,899,098",,"171,899,098","171,899,123",
5887,"171,899,123",,"171,899,123","171,916,992",
5888,"171,916,992",,"171,916,992","171,917,029",
5889,"171,917,029",,"171,917,029","171,917,243",
5890,"171,917,243",,"171,917,243","171,917,272",
5891,"171,917,272",,"171,917,272","172,379,756",
5892,"172,379,756",,"172,379,756","172,379,797",
5893,"172,379,797",,"172,379,797","172,395,686",
5894,"172,395,686",,"172,395,686","17,239,572",
5895,"17,239,572",,"17,239,572","17,239,579",
5896,"17,239,579",,"17,239,579","172,395,815",
5897,"172,395,815",,"172,395,815","172,395,884",
5898,"172,395,884",,"172,395,884","172,395,908",
5899,"172,395,908",,"172,395,908","172,395,975",
5900,"172,395,975",,"172,395,975","172,395,998",
5901,"172,395,998",,"172,395,998","172,396,069",
5902,"172,396,069",,"172,396,069","172,396,095",
5903,"172,396,095",,"172,396,095","172,396,205",
5904,"172,396,205",,"172,396,205","172,396,231",
5905,"172,396,231",,"172,396,231","172,396,339",
5906,"172,396,339",,"172,396,339","172,396,363",
5907,"172,396,363",,"172,396,363","172,410,764",
5908,"172,410,764",,"172,410,764","172,410,805",
5909,"172,410,805",,"172,410,805","172,410,875",
5910,"172,410,875",,"172,410,875","1,724,109",
5911,"1,724,109",,"1,724,109","172,410,972",
5912,"172,410,972",,"172,410,972","172,410,996",
5913,"172,410,996",,"172,410,996","172,411,063",
5914,"172,411,063",,"172,411,063","172,411,088",
5915,"172,411,088",,"172,411,088","172,411,153",
5916,"172,411,153",,"172,411,153","172,411,176",
5917,"172,411,176",,"172,411,176","172,411,233",
5918,"172,411,233",,"172,411,233","172,411,257",
5919,"172,411,257",,"172,411,257","172,411,322",
5920,"172,411,322",,"172,411,322","172,411,345",
5921,"172,411,345",,"172,411,345","172,768,822",
5922,"172,768,822",,"172,768,822","172,770,393",
5923,"172,770,393",,"172,770,393","172,770,613",
5924,"172,770,613",,"172,770,613","172,771,098",
5925,"172,771,098",,"172,771,098","17,277,214",
5926,"17,277,214",,"17,277,214","172,772,468",
5927,"172,772,468",,"172,772,468","172,772,878",
5928,"172,772,878",,"172,772,878","172,773,185",
5929,"172,773,185",,"172,773,185","172,773,517",
5930,"172,773,517",,"172,773,517","172,774,102",
5931,"172,774,102",,"172,774,102","172,869,957",
5932,"172,869,957",,"172,869,957","172,870,204",
5933,"172,870,204",,"172,870,204","17,287,029",
5934,"17,287,029",,"17,287,029","172,870,425",
5935,"172,870,425",,"172,870,425","172,870,806",
5936,"172,870,806",,"172,870,806","172,871,007",
5937,"172,871,007",,"172,871,007","172,871,087",
5938,"172,871,087",,"172,871,087","1,728,712",
5939,"1,728,712",,"1,728,712","172,871,809",
5940,"172,871,809",,"172,871,809","172,872,011",
5941,"172,872,011",,"172,872,011","172,872,091",
5942,"172,872,091",,"172,872,091","172,872,204",
5943,"172,872,204",,"172,872,204","172,872,818",
5944,"172,872,818",,"172,872,818","172,873,028",
5945,"172,873,028",,"172,873,028","17,287,311",
5946,"17,287,311",,"17,287,311","172,873,222",
5947,"172,873,222",,"172,873,222","172,873,808",
5948,"172,873,808",,"172,873,808","17,287,401",
5949,"17,287,401",,"17,287,401","172,874,089",
5950,"172,874,089",,"172,874,089","172,874,195",
5951,"172,874,195",,"172,874,195","17,295,694",
5952,"17,295,694",,"17,295,694","172,956,982",
5953,"172,956,982",,"172,956,982","172,957,211",
5954,"172,957,211",,"172,957,211","172,957,242",
5955,"172,957,242",,"172,957,242","172,957,401",
5956,"172,957,401",,"172,957,401","172,957,428",
5957,"172,957,428",,"172,957,428","173,070,528",
5958,"173,070,528",,"173,070,528","173,070,734",
5959,"173,070,734",,"173,070,734","173,071,313",
5960,"173,071,313",,"173,071,313","173,071,397",
5961,"173,071,397",,"173,071,397","173,072,103",
5962,"173,072,103",,"173,072,103","173,072,188",
5963,"173,072,188",,"173,072,188","173,073,122",
5964,"173,073,122",,"173,073,122","17,307,321",
5965,"17,307,321",,"17,307,321","17,307,416",
5966,"17,307,416",,"17,307,416","173,074,243",
5967,"173,074,243",,"173,074,243","173,167,762",
5968,"173,167,762",,"173,167,762","173,167,865",
5969,"173,167,865",,"173,167,865","173,167,987",
5970,"173,167,987",,"173,167,987","17,339,379",
5971,"17,339,379",,"17,339,379","173,393,832",
5972,"173,393,832",,"173,393,832","173,409,766",
5973,"173,409,766",,"173,409,766","173,409,807",
5974,"173,409,807",,"173,409,807","173,409,879",
5975,"173,409,879",,"173,409,879","173,409,905",
5976,"173,409,905",,"173,409,905","173,409,976",
5977,"173,409,976",,"173,409,976","173,410,002",
5978,"173,410,002",,"173,410,002","173,410,068",
5979,"173,410,068",,"173,410,068","173,410,092",
5980,"173,410,092",,"173,410,092","17,341,016",
5981,"17,341,016",,"17,341,016","173,410,184",
5982,"173,410,184",,"173,410,184","173,410,249",
5983,"173,410,249",,"173,410,249","173,410,273",
5984,"173,410,273",,"173,410,273","173,410,337",
5985,"173,410,337",,"173,410,337","173,410,361",
5986,"173,410,361",,"173,410,361","173,410,428",
5987,"173,410,428",,"173,410,428","173,410,453",
5988,"173,410,453",,"173,410,453","17,341,052",
5989,"17,341,052",,"17,341,052","173,410,544",
5990,"173,410,544",,"173,410,544","173,410,611",
5991,"173,410,611",,"173,410,611","173,410,647",
5992,"173,410,647",,"173,410,647","173,410,724",
5993,"173,410,724",,"173,410,724","173,410,749",
5994,"173,410,749",,"173,410,749","173,410,819",
5995,"173,410,819",,"173,410,819","173,410,843",
5996,"173,410,843",,"173,410,843","173,424,766",
5997,"173,424,766",,"173,424,766","173,424,798",
5998,"173,424,798",,"173,424,798","173,424,867",
5999,"173,424,867",,"173,424,867","173,424,891",
6000,"173,424,891",,"173,424,891","173,424,953",
6001,"173,424,953",,"173,424,953","173,424,976",
6002,"173,424,976",,"173,424,976","173,425,044",
6003,"173,425,044",,"173,425,044","173,425,068",
6004,"173,425,068",,"173,425,068","173,425,138",
6005,"173,425,138",,"173,425,138","173,425,166",
6006,"173,425,166",,"173,425,166","173,425,229",
6007,"173,425,229",,"173,425,229","173,425,254",
6008,"173,425,254",,"173,425,254","173,425,311",
6009,"173,425,311",,"173,425,311","173,425,335",
6010,"173,425,335",,"173,425,335","173,819,738",
6011,"173,819,738",,"173,819,738","173,819,876",
6012,"173,819,876",,"173,819,876","173,820,703",
6013,"173,820,703",,"173,820,703","173,820,794",
6014,"173,820,794",,"173,820,794","173,821,728",
6015,"173,821,728",,"173,821,728","173,821,826",
6016,"173,821,826",,"173,821,826","173,822,714",
6017,"173,822,714",,"173,822,714","173,822,816",
6018,"173,822,816",,"173,822,816","173,823,692",
6019,"173,823,692",,"173,823,692","173,823,754",
6020,"173,823,754",,"173,823,754","174,407,832",
6021,"174,407,832",,"174,407,832","174,407,875",
6022,"174,407,875",,"174,407,875","174,423,994",
6023,"174,423,994",,"174,423,994","174,424,025",
6024,"174,424,025",,"174,424,025","174,424,075",
6025,"174,424,075",,"174,424,075","174,424,092",
6026,"174,424,092",,"174,424,092","174,424,136",
6027,"174,424,136",,"174,424,136","174,424,152",
6028,"174,424,152",,"174,424,152","174,424,196",
6029,"174,424,196",,"174,424,196","174,424,212",
6030,"174,424,212",,"174,424,212","174,424,262",
6031,"174,424,262",,"174,424,262","17,442,428",
6032,"17,442,428",,"17,442,428","174,424,325",
6033,"174,424,325",,"174,424,325","174,424,341",
6034,"174,424,341",,"174,424,341","174,424,398",
6035,"174,424,398",,"174,424,398","174,424,416",
6036,"174,424,416",,"174,424,416","174,424,458",
6037,"174,424,458",,"174,424,458","174,424,474",
6038,"174,424,474",,"174,424,474","174,424,556",
6039,"174,424,556",,"174,424,556","174,424,579",
6040,"174,424,579",,"174,424,579","17,442,462",
6041,"17,442,462",,"17,442,462","174,424,637",
6042,"174,424,637",,"174,424,637","17,443,881",
6043,"17,443,881",,"17,443,881","174,438,848",
6044,"174,438,848",,"174,438,848","17,443,892",
6045,"17,443,892",,"17,443,892","174,438,939",
6046,"174,438,939",,"174,438,939","17,456,978",
6047,"17,456,978",,"17,456,978","174,569,895",
6048,"174,569,895",,"174,569,895","174,570,761",
6049,"174,570,761",,"174,570,761","174,570,863",
6050,"174,570,863",,"174,570,863","174,571,749",
6051,"174,571,749",,"174,571,749","174,571,822",
6052,"174,571,822",,"174,571,822","174,572,729",
6053,"174,572,729",,"174,572,729","174,572,792",
6054,"174,572,792",,"174,572,792","17,457,373",
6055,"17,457,373",,"17,457,373","174,573,794",
6056,"174,573,794",,"174,573,794","174,732,375",
6057,"174,732,375",,"174,732,375","174,732,573",
6058,"174,732,573",,"174,732,573","175,421,853",
6059,"175,421,853",,"175,421,853","17,542,189",
6060,"17,542,189",,"17,542,189","17,542,196",
6061,"17,542,196",,"17,542,196","175,421,985",
6062,"175,421,985",,"175,421,985","175,437,902",
6063,"175,437,902",,"175,437,902","175,437,944",
6064,"175,437,944",,"175,437,944","175,438,005",
6065,"175,438,005",,"175,438,005","175,438,032",
6066,"175,438,032",,"175,438,032","175,438,094",
6067,"175,438,094",,"175,438,094","175,438,121",
6068,"175,438,121",,"175,438,121","175,438,186",
6069,"175,438,186",,"175,438,186","17,543,821",
6070,"17,543,821",,"17,543,821","175,438,273",
6071,"175,438,273",,"175,438,273","175,438,296",
6072,"175,438,296",,"175,438,296","17,543,836",
6073,"17,543,836",,"17,543,836","175,438,384",
6074,"175,438,384",,"175,438,384","17,543,845",
6075,"17,543,845",,"17,543,845","175,438,474",
6076,"175,438,474",,"175,438,474","175,438,538",
6077,"175,438,538",,"175,438,538","175,438,562",
6078,"175,438,562",,"175,438,562","175,438,627",
6079,"175,438,627",,"175,438,627","175,438,652",
6080,"175,438,652",,"175,438,652","175,438,717",
6081,"175,438,717",,"175,438,717","175,438,745",
6082,"175,438,745",,"175,438,745","175,438,825",
6083,"175,438,825",,"175,438,825","175,438,848",
6084,"175,438,848",,"175,438,848","175,438,912",
6085,"175,438,912",,"175,438,912","175,438,935",
6086,"175,438,935",,"175,438,935","175,438,998",
6087,"175,438,998",,"175,438,998","175,439,022",
6088,"175,439,022",,"175,439,022","175,452,889",
6089,"175,452,889",,"175,452,889","175,452,922",
6090,"175,452,922",,"175,452,922","175,452,988",
6091,"175,452,988",,"175,452,988","175,453,011",
6092,"175,453,011",,"175,453,011","175,453,073",
6093,"175,453,073",,"175,453,073","175,453,096",
6094,"175,453,096",,"175,453,096","175,453,165",
6095,"175,453,165",,"175,453,165","175,453,188",
6096,"175,453,188",,"175,453,188","175,453,258",
6097,"175,453,258",,"175,453,258","175,453,285",
6098,"175,453,285",,"175,453,285","175,453,348",
6099,"175,453,348",,"175,453,348","175,453,372",
6100,"175,453,372",,"175,453,372","175,453,429",
6101,"175,453,429",,"175,453,429","175,453,453",
6102,"175,453,453",,"175,453,453","175,732,004",
6103,"175,732,004",,"175,732,004","175,732,112",
6104,"175,732,112",,"175,732,112","176,435,932",
6105,"176,435,932",,"176,435,932","176,435,974",
6106,"176,435,974",,"176,435,974","176,436,045",
6107,"176,436,045",,"176,436,045","17,643,607",
6108,"17,643,607",,"17,643,607","176,451,899",
6109,"176,451,899",,"176,451,899","176,451,933",
6110,"176,451,933",,"176,451,933","176,452,003",
6111,"176,452,003",,"176,452,003","176,452,027",
6112,"176,452,027",,"176,452,027","176,452,127",
6113,"176,452,127",,"176,452,127","176,452,156",
6114,"176,452,156",,"176,452,156","176,452,218",
6115,"176,452,218",,"176,452,218","176,452,242",
6116,"176,452,242",,"176,452,242","176,452,343",
6117,"176,452,343",,"176,452,343","17,645,237",
6118,"17,645,237",,"17,645,237","176,452,432",
6119,"176,452,432",,"176,452,432","176,452,456",
6120,"176,452,456",,"176,452,456","176,452,562",
6121,"176,452,562",,"176,452,562","176,452,587",
6122,"176,452,587",,"176,452,587","176,452,655",
6123,"176,452,655",,"176,452,655","176,452,679",
6124,"176,452,679",,"176,452,679","176,466,963",
6125,"176,466,963",,"176,466,963","176,467,004",
6126,"176,467,004",,"176,467,004","176,467,107",
6127,"176,467,107",,"176,467,107","176,467,134",
6128,"176,467,134",,"176,467,134","176,731,916",
6129,"176,731,916",,"176,731,916","176,731,992",
6130,"176,731,992",,"176,731,992","17,690,949",
6131,"17,690,949",,"17,690,949","176,909,518",
6132,"176,909,518",,"176,909,518","176,909,742",
6133,"176,909,742",,"176,909,742","176,909,756",
6134,"176,909,756",,"176,909,756","176,923,068",
6135,"176,923,068",,"176,923,068","176,923,099",
6136,"176,923,099",,"176,923,099","17,692,331",
6137,"17,692,331",,"17,692,331","176,923,325",
6138,"176,923,325",,"176,923,325","177,449,993",
6139,"177,449,993",,"177,449,993","177,450,034",
6140,"177,450,034",,"177,450,034","177,450,105",
6141,"177,450,105",,"177,450,105","17,745,014",
6142,"17,745,014",,"17,745,014","177,466,001",
6143,"177,466,001",,"177,466,001","177,466,039",
6144,"177,466,039",,"177,466,039","177,466,109",
6145,"177,466,109",,"177,466,109","177,466,135",
6146,"177,466,135",,"177,466,135","177,466,241",
6147,"177,466,241",,"177,466,241","177,466,269",
6148,"177,466,269",,"177,466,269","177,466,335",
6149,"177,466,335",,"177,466,335","177,466,359",
6150,"177,466,359",,"177,466,359","177,466,421",
6151,"177,466,421",,"177,466,421","177,466,445",
6152,"177,466,445",,"177,466,445","17,746,651",
6153,"17,746,651",,"17,746,651","177,466,534",
6154,"177,466,534",,"177,466,534","177,466,601",
6155,"177,466,601",,"177,466,601","177,466,625",
6156,"177,466,625",,"177,466,625","177,466,689",
6157,"177,466,689",,"177,466,689","177,466,713",
6158,"177,466,713",,"177,466,713","177,466,792",
6159,"177,466,792",,"177,466,792","177,466,818",
6160,"177,466,818",,"177,466,818","177,466,887",
6161,"177,466,887",,"177,466,887","177,466,911",
6162,"177,466,911",,"177,466,911","177,466,975",
6163,"177,466,975",,"177,466,975","177,466,999",
6164,"177,466,999",,"177,466,999","177,467,063",
6165,"177,467,063",,"177,467,063","177,467,086",
6166,"177,467,086",,"177,467,086","177,481,702",
6167,"177,481,702",,"177,481,702","177,481,744",
6168,"177,481,744",,"177,481,744","177,481,901",
6169,"177,481,901",,"177,481,901","177,481,926",
6170,"177,481,926",,"177,481,926","177,482,068",
6171,"177,482,068",,"177,482,068","177,482,093",
6172,"177,482,093",,"177,482,093","177,482,162",
6173,"177,482,162",,"177,482,162","177,482,185",
6174,"177,482,185",,"177,482,185","177,482,255",
6175,"177,482,255",,"177,482,255","177,482,283",
6176,"177,482,283",,"177,482,283","177,482,348",
6177,"177,482,348",,"177,482,348","177,482,372",
6178,"177,482,372",,"177,482,372","177,731,965",
6179,"177,731,965",,"177,731,965","177,732,069",
6180,"177,732,069",,"177,732,069","17,790,043",
6181,"17,790,043",,"17,790,043","17,790,048",
6182,"17,790,048",,"17,790,048","177,900,549",
6183,"177,900,549",,"177,900,549","177,900,576",
6184,"177,900,576",,"177,900,576","177,967,178",
6185,"177,967,178",,"177,967,178","177,967,218",
6186,"177,967,218",,"177,967,218","177,967,306",
6187,"177,967,306",,"177,967,306","178,464,247",
6188,"178,464,247",,"178,464,247","17,846,429",
6189,"17,846,429",,"17,846,429","178,480,019",
6190,"178,480,019",,"178,480,019","178,480,056",
6191,"178,480,056",,"178,480,056","178,480,125",
6192,"178,480,125",,"178,480,125","17,848,015",
6193,"17,848,015",,"17,848,015","178,480,212",
6194,"178,480,212",,"178,480,212","178,480,236",
6195,"178,480,236",,"178,480,236","178,480,303",
6196,"178,480,303",,"178,480,303","178,480,327",
6197,"178,480,327",,"178,480,327","178,480,395",
6198,"178,480,395",,"178,480,395","178,480,421",
6199,"178,480,421",,"178,480,421","178,480,485",
6200,"178,480,485",,"178,480,485","178,480,509",
6201,"178,480,509",,"178,480,509","178,480,568",
6202,"178,480,568",,"178,480,568","178,480,592",
6203,"178,480,592",,"178,480,592","178,480,661",
6204,"178,480,661",,"178,480,661","178,480,686",
6205,"178,480,686",,"178,480,686","178,480,752",
6206,"178,480,752",,"178,480,752","178,480,776",
6207,"178,480,776",,"178,480,776","178,480,844",
6208,"178,480,844",,"178,480,844","178,480,867",
6209,"178,480,867",,"178,480,867","178,480,933",
6210,"178,480,933",,"178,480,933","178,480,957",
6211,"178,480,957",,"178,480,957","178,481,026",
6212,"178,481,026",,"178,481,026","178,481,051",
6213,"178,481,051",,"178,481,051","178,481,115",
6214,"178,481,115",,"178,481,115","178,481,138",
6215,"178,481,138",,"178,481,138","178,495,332",
6216,"178,495,332",,"178,495,332","17,849,537",
6217,"17,849,537",,"17,849,537","178,495,438",
6218,"178,495,438",,"178,495,438","178,495,463",
6219,"178,495,463",,"178,495,463","178,495,538",
6220,"178,495,538",,"178,495,538","178,495,562",
6221,"178,495,562",,"178,495,562","17,849,563",
6222,"17,849,563",,"17,849,563","178,495,655",
6223,"178,495,655",,"178,495,655","178,495,718",
6224,"178,495,718",,"178,495,718","178,495,742",
6225,"178,495,742",,"178,495,742","178,495,808",
6226,"178,495,808",,"178,495,808","178,495,831",
6227,"178,495,831",,"178,495,831","178,495,896",
6228,"178,495,896",,"178,495,896","178,495,921",
6229,"178,495,921",,"178,495,921","179,478,072",
6230,"179,478,072",,"179,478,072","179,478,111",
6231,"179,478,111",,"179,478,111","179,478,183",
6232,"179,478,183",,"179,478,183","179,478,208",
6233,"179,478,208",,"179,478,208","179,494,091",
6234,"179,494,091",,"179,494,091","179,494,133",
6235,"179,494,133",,"179,494,133","179,494,203",
6236,"179,494,203",,"179,494,203","17,949,423",
6237,"17,949,423",,"17,949,423","179,494,303",
6238,"179,494,303",,"179,494,303","179,494,329",
6239,"179,494,329",,"179,494,329","179,494,394",
6240,"179,494,394",,"179,494,394","179,494,418",
6241,"179,494,418",,"179,494,418","179,494,486",
6242,"179,494,486",,"179,494,486","17,949,451",
6243,"17,949,451",,"17,949,451","179,494,577",
6244,"179,494,577",,"179,494,577","179,494,602",
6245,"179,494,602",,"179,494,602","179,494,666",
6246,"179,494,666",,"179,494,666","17,949,469",
6247,"17,949,469",,"17,949,469","179,494,758",
6248,"179,494,758",,"179,494,758","179,494,782",
6249,"179,494,782",,"179,494,782","179,494,849",
6250,"179,494,849",,"179,494,849","179,494,873",
6251,"179,494,873",,"179,494,873","179,494,942",
6252,"179,494,942",,"179,494,942","17,949,497",
6253,"17,949,497",,"17,949,497","179,495,034",
6254,"179,495,034",,"179,495,034","179,495,057",
6255,"179,495,057",,"179,495,057","179,495,121",
6256,"179,495,121",,"179,495,121","179,495,145",
6257,"179,495,145",,"179,495,145","179,509,061",
6258,"179,509,061",,"179,509,061","179,509,095",
6259,"179,509,095",,"179,509,095","179,509,215",
6260,"179,509,215",,"179,509,215","179,509,245",
6261,"179,509,245",,"179,509,245","180,492,143",
6262,"180,492,143",,"180,492,143","180,492,185",
6263,"180,492,185",,"180,492,185","180,492,257",
6264,"180,492,257",,"180,492,257","180,492,282",
6265,"180,492,282",,"180,492,282","180,508,092",
6266,"180,508,092",,"180,508,092","180,508,124",
6267,"180,508,124",,"180,508,124","180,508,195",
6268,"180,508,195",,"180,508,195","180,508,219",
6269,"180,508,219",,"180,508,219","180,508,281",
6270,"180,508,281",,"180,508,281","180,508,304",
6271,"180,508,304",,"180,508,304","180,508,373",
6272,"180,508,373",,"180,508,373","180,508,396",
6273,"180,508,396",,"180,508,396","180,508,465",
6274,"180,508,465",,"180,508,465","180,508,493",
6275,"180,508,493",,"180,508,493","180,508,557",
6276,"180,508,557",,"180,508,557","180,508,581",
6277,"180,508,581",,"180,508,581","180,508,661",
6278,"180,508,661",,"180,508,661","180,508,688",
6279,"180,508,688",,"180,508,688","180,508,749",
6280,"180,508,749",,"180,508,749","180,508,773",
6281,"180,508,773",,"180,508,773","18,050,884",
6282,"18,050,884",,"18,050,884","180,508,863",
6283,"180,508,863",,"180,508,863","180,508,934",
6284,"180,508,934",,"180,508,934","18,050,896",
6285,"18,050,896",,"18,050,896","18,050,902",
6286,"18,050,902",,"18,050,902","180,509,044",
6287,"180,509,044",,"180,509,044","180,523,108",
6288,"180,523,108",,"180,523,108","18,052,314",
6289,"18,052,314",,"18,052,314","180,523,208",
6290,"180,523,208",,"180,523,208","180,523,232",
6291,"180,523,232",,"180,523,232","18,052,329",
6292,"18,052,329",,"18,052,329","180,523,315",
6293,"180,523,315",,"180,523,315","180,523,384",
6294,"180,523,384",,"180,523,384","180,523,408",
6295,"180,523,408",,"180,523,408","180,523,473",
6296,"180,523,473",,"180,523,473","180,523,496",
6297,"180,523,496",,"180,523,496","180,523,563",
6298,"180,523,563",,"180,523,563","180,523,587",
6299,"180,523,587",,"180,523,587","180,523,654",
6300,"180,523,654",,"180,523,654","180,523,677",
6301,"180,523,677",,"180,523,677","180,976,747",
6302,"180,976,747",,"180,976,747","180,976,916",
6303,"180,976,916",,"180,976,916","180,977,056",
6304,"180,977,056",,"180,977,056","181,506,225",
6305,"181,506,225",,"181,506,225","181,506,268",
6306,"181,506,268",,"181,506,268","181,506,339",
6307,"181,506,339",,"181,506,339","181,506,365",
6308,"181,506,365",,"181,506,365","18,152,241",
6309,"18,152,241",,"18,152,241","181,522,444",
6310,"181,522,444",,"181,522,444","1,815,225",
6311,"1,815,225",,"1,815,225","181,522,527",
6312,"181,522,527",,"181,522,527","181,522,582",
6313,"181,522,582",,"181,522,582","181,522,608",
6314,"181,522,608",,"181,522,608","181,522,776",
6315,"181,522,776",,"181,522,776","181,522,804",
6316,"181,522,804",,"181,522,804","181,522,867",
6317,"181,522,867",,"181,522,867","181,522,891",
6318,"181,522,891",,"181,522,891","181,522,954",
6319,"181,522,954",,"181,522,954","181,522,977",
6320,"181,522,977",,"181,522,977","18,152,317",
6321,"18,152,317",,"18,152,317","181,523,196",
6322,"181,523,196",,"181,523,196","181,537,201",
6323,"181,537,201",,"181,537,201","18,153,724",
6324,"18,153,724",,"18,153,724","18,153,731",
6325,"18,153,731",,"18,153,731","181,537,335",
6326,"181,537,335",,"181,537,335","181,537,406",
6327,"181,537,406",,"181,537,406","18,153,743",
6328,"18,153,743",,"18,153,743","181,537,497",
6329,"181,537,497",,"181,537,497","181,537,522",
6330,"181,537,522",,"181,537,522","181,537,594",
6331,"181,537,594",,"181,537,594","181,537,623",
6332,"181,537,623",,"181,537,623","181,537,685",
6333,"181,537,685",,"181,537,685","181,537,709",
6334,"181,537,709",,"181,537,709","181,537,767",
6335,"181,537,767",,"181,537,767","181,537,791",
6336,"181,537,791",,"181,537,791","181,913,357",
6337,"181,913,357",,"181,913,357","181,913,398",
6338,"181,913,398",,"181,913,398","181,913,624",
6339,"181,913,624",,"181,913,624","181,913,653",
6340,"181,913,653",,"181,913,653","181,929,274",
6341,"181,929,274",,"181,929,274","181,929,308",
6342,"181,929,308",,"181,929,308","181,929,519",
6343,"181,929,519",,"181,929,519","181,929,545",
6344,"181,929,545",,"181,929,545","18,252,024",
6345,"18,252,024",,"18,252,024","182,520,281",
6346,"182,520,281",,"182,520,281","182,520,352",
6347,"182,520,352",,"182,520,352","182,520,378",
6348,"182,520,378",,"182,520,378","182,536,243",
6349,"182,536,243",,"182,536,243","182,536,283",
6350,"182,536,283",,"182,536,283","182,536,351",
6351,"182,536,351",,"182,536,351","182,536,379",
6352,"182,536,379",,"182,536,379","182,536,448",
6353,"182,536,448",,"182,536,448","182,536,472",
6354,"182,536,472",,"182,536,472","182,536,531",
6355,"182,536,531",,"182,536,531","182,536,568",
6356,"182,536,568",,"182,536,568","182,536,636",
6357,"182,536,636",,"182,536,636","18,253,666",
6358,"18,253,666",,"18,253,666","182,536,729",
6359,"182,536,729",,"182,536,729","182,536,755",
6360,"182,536,755",,"182,536,755","182,536,821",
6361,"182,536,821",,"182,536,821","182,536,847",
6362,"182,536,847",,"182,536,847","182,536,911",
6363,"182,536,911",,"182,536,911","182,536,935",
6364,"182,536,935",,"182,536,935","182,537,002",
6365,"182,537,002",,"182,537,002","182,537,025",
6366,"182,537,025",,"182,537,025","182,537,092",
6367,"182,537,092",,"182,537,092","182,537,119",
6368,"182,537,119",,"182,537,119","18,253,719",
6369,"18,253,719",,"18,253,719","182,537,214",
6370,"182,537,214",,"182,537,214","182,551,251",
6371,"182,551,251",,"182,551,251","182,551,294",
6372,"182,551,294",,"182,551,294","182,551,398",
6373,"182,551,398",,"182,551,398","182,551,425",
6374,"182,551,425",,"182,551,425","183,534,287",
6375,"183,534,287",,"183,534,287","183,534,326",
6376,"183,534,326",,"183,534,326","183,550,241",
6377,"183,550,241",,"183,550,241","183,550,274",
6378,"183,550,274",,"183,550,274","183,550,344",
6379,"183,550,344",,"183,550,344","183,550,368",
6380,"183,550,368",,"183,550,368","183,550,426",
6381,"183,550,426",,"183,550,426","18,355,045",
6382,"18,355,045",,"18,355,045","183,550,521",
6383,"183,550,521",,"183,550,521","183,550,548",
6384,"183,550,548",,"183,550,548","183,550,613",
6385,"183,550,613",,"183,550,613","183,550,637",
6386,"183,550,637",,"183,550,637","183,550,705",
6387,"183,550,705",,"183,550,705","183,550,729",
6388,"183,550,729",,"183,550,729","183,550,804",
6389,"183,550,804",,"183,550,804","183,550,829",
6390,"183,550,829",,"183,550,829","183,550,891",
6391,"183,550,891",,"183,550,891","183,550,917",
6392,"183,550,917",,"183,550,917","183,550,981",
6393,"183,550,981",,"183,550,981","183,551,004",
6394,"183,551,004",,"183,551,004","183,551,104",
6395,"183,551,104",,"183,551,104","183,551,127",
6396,"183,551,127",,"183,551,127","183,565,287",
6397,"183,565,287",,"183,565,287","183,565,335",
6398,"183,565,335",,"183,565,335","183,565,397",
6399,"183,565,397",,"183,565,397","183,565,422",
6400,"183,565,422",,"183,565,422","18,356,548",
6401,"18,356,548",,"18,356,548","183,565,504",
6402,"183,565,504",,"183,565,504","183,565,574",
6403,"183,565,574",,"183,565,574","183,565,599",
6404,"183,565,599",,"183,565,599","183,565,664",
6405,"183,565,664",,"183,565,664","183,565,688",
6406,"183,565,688",,"183,565,688","183,565,749",
6407,"183,565,749",,"183,565,749","183,565,773",
6408,"183,565,773",,"183,565,773","18,356,584",
6409,"18,356,584",,"18,356,584","183,565,863",
6410,"183,565,863",,"183,565,863","184,548,343",
6411,"184,548,343",,"184,548,343","184,548,385",
6412,"184,548,385",,"184,548,385","184,548,455",
6413,"184,548,455",,"184,548,455","18,454,848",
6414,"18,454,848",,"18,454,848","184,564,319",
6415,"184,564,319",,"184,564,319","184,564,356",
6416,"184,564,356",,"184,564,356","184,564,427",
6417,"184,564,427",,"184,564,427","184,564,454",
6418,"184,564,454",,"184,564,454","184,564,515",
6419,"184,564,515",,"184,564,515","184,564,538",
6420,"184,564,538",,"184,564,538","184,564,606",
6421,"184,564,606",,"184,564,606","18,456,463",
6422,"18,456,463",,"18,456,463","184,564,699",
6423,"184,564,699",,"184,564,699","184,564,723",
6424,"184,564,723",,"184,564,723","184,564,792",
6425,"184,564,792",,"184,564,792","184,564,818",
